ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
3166,6.0,8.0,8.0,Medium,Medium,Medium,7.33
3167,8.0,6.0,8.0,Medium,Medium,Medium,7.33
3168,8.0,2.0,8.0,Medium,Low,Medium,6.0
3169,4.5,6.0,7.0,Low,Medium,Medium,5.83
3170,6.33,4.33,8.67,Medium,Low,High,6.44
3171,1.0,5.0,7.0,Low,Low,Medium,4.33
3172,8.0,2.0,10.0,Medium,Low,High,6.67
3173,3.67,5.0,7.67,Low,Low,Medium,5.45
3174,8.0,7.0,10.0,Medium,Medium,High,8.33
3175,9.0,2.5,7.5,High,Low,Medium,6.33
3176,7.5,6.0,8.5,Medium,Medium,High,7.33
3177,8.0,5.5,8.0,Medium,Medium,Medium,7.17
3178,4.0,3.0,7.0,Low,Low,Medium,4.67
3179,8.0,2.0,8.0,Medium,Low,Medium,6.0
3180,4.0,5.0,6.0,Low,Low,Medium,5.0
3181,6.5,4.5,5.5,Medium,Low,Medium,5.5
3182,5.0,5.0,6.5,Low,Low,Medium,5.5
3183,5.0,7.67,7.0,Low,Medium,Medium,6.56
3184,3.33,4.0,8.67,Low,Low,High,5.33
3185,6.0,4.0,10.0,Medium,Low,High,6.67
3186,4.0,4.0,9.0,Low,Low,High,5.67
3187,6.0,4.0,9.0,Medium,Low,High,6.33
3188,8.0,7.0,8.0,Medium,Medium,Medium,7.67
3189,7.0,8.0,5.0,Medium,Medium,Low,6.67
3190,8.0,3.5,8.5,Medium,Low,High,6.67
3191,8.0,3.0,9.0,Medium,Low,High,6.67
3192,7.0,6.0,10.0,Medium,Medium,High,7.67
3193,6.0,4.0,8.5,Medium,Low,High,6.17
3194,4.0,3.0,7.5,Low,Low,Medium,4.83
3195,6.5,4.5,8.5,Medium,Low,High,6.5
3196,6.5,6.5,7.0,Medium,Medium,Medium,6.67
3197,2.5,8.0,7.5,Low,Medium,Medium,6.0
3198,7.5,8.0,8.0,Medium,Medium,Medium,7.83
3199,6.0,7.0,8.0,Medium,Medium,Medium,7.0
3200,10.0,3.0,8.0,High,Low,Medium,7.0
3201,4.67,6.33,8.33,Low,Medium,High,6.44
3202,4.0,4.5,8.0,Low,Low,Medium,5.5
3203,9.0,3.0,7.0,High,Low,Medium,6.33
3204,8.0,2.0,9.0,Medium,Low,High,6.33
3205,8.0,7.0,6.0,Medium,Medium,Medium,7.0
3206,5.0,8.5,9.0,Low,High,High,7.5
3207,4.5,6.0,9.0,Low,Medium,High,6.5
3208,8.0,4.0,8.0,Medium,Low,Medium,6.67
3209,7.33,6.33,8.33,Medium,Medium,High,7.33
3210,9.0,6.0,7.0,High,Medium,Medium,7.33
3211,5.0,2.5,4.0,Low,Low,Low,3.83
3212,6.5,3.0,5.5,Medium,Low,Medium,5.0
3213,2.0,7.0,10.0,Low,Medium,High,6.33
3214,8.0,7.0,9.0,Medium,Medium,High,8.0
3215,9.0,3.0,10.0,High,Low,High,7.33
3216,8.5,5.0,6.0,High,Low,Medium,6.5
3217,8.0,5.0,10.0,Medium,Low,High,7.67
3218,5.33,4.0,7.33,Medium,Low,Medium,5.55
3219,5.5,4.5,7.5,Medium,Low,Medium,5.83
3220,1.0,9.0,7.0,Low,High,Medium,5.67
3221,4.5,4.5,8.0,Low,Low,Medium,5.67
3222,5.0,4.5,8.0,Low,Low,Medium,5.83
3223,7.0,2.0,9.0,Medium,Low,High,6.0
3224,8.33,7.67,8.33,High,Medium,High,8.11
3225,5.33,2.67,8.33,Medium,Low,High,5.44
3226,4.0,6.0,7.0,Low,Medium,Medium,5.67
3227,4.0,4.0,8.0,Low,Low,Medium,5.33
3228,5.0,8.0,8.0,Low,Medium,Medium,7.0
3229,7.0,7.0,7.0,Medium,Medium,Medium,7.0
3230,8.0,3.0,6.0,Medium,Low,Medium,5.67
3231,7.5,3.5,8.5,Medium,Low,High,6.5
3232,8.0,1.0,7.0,Medium,Low,Medium,5.33
3233,1.0,2.0,8.0,Low,Low,Medium,3.67
3234,4.0,3.0,8.0,Low,Low,Medium,5.0
3235,4.5,2.5,8.5,Low,Low,High,5.17
3236,7.0,7.0,6.5,Medium,Medium,Medium,6.83
3237,8.0,3.0,10.0,Medium,Low,High,7.0
3238,7.0,3.5,7.5,Medium,Low,Medium,6.0
3239,2.0,7.0,8.0,Low,Medium,Medium,5.67
3240,8.0,4.0,5.0,Medium,Low,Low,5.67
3241,8.5,4.0,10.0,High,Low,High,7.5
3242,3.0,5.0,7.5,Low,Low,Medium,5.17
3243,3.0,6.0,8.0,Low,Medium,Medium,5.67
3244,7.33,5.33,8.33,Medium,Medium,High,7.0
3245,6.67,5.0,9.0,Medium,Low,High,6.89
3246,1.0,3.0,9.0,Low,Low,High,4.33
3247,9.0,6.0,9.0,High,Medium,High,8.0
3248,9.0,3.0,6.0,High,Low,Medium,6.0
3249,8.5,5.5,9.5,High,Medium,High,7.83
3250,2.0,6.0,10.0,Low,Medium,High,6.0
3251,5.0,3.0,8.0,Low,Low,Medium,5.33
3252,7.0,7.33,9.0,Medium,Medium,High,7.78
3253,3.0,4.0,7.5,Low,Low,Medium,4.83
3254,2.5,4.0,7.5,Low,Low,Medium,4.67
3255,3.33,5.67,6.33,Low,Medium,Medium,5.11
3256,5.0,5.33,7.67,Low,Medium,Medium,6.0
3257,2.5,3.5,10.0,Low,Low,High,5.33
3258,9.0,5.0,9.0,High,Low,High,7.67
3259,9.0,6.0,7.0,High,Medium,Medium,7.33
3260,4.0,2.5,4.5,Low,Low,Low,3.67
3261,5.0,7.0,8.5,Low,Medium,High,6.83
3262,5.5,2.5,7.5,Medium,Low,Medium,5.17
3263,1.0,6.0,8.0,Low,Medium,Medium,5.0
3264,2.5,5.0,7.5,Low,Low,Medium,5.0
3265,4.33,8.0,6.33,Low,Medium,Medium,6.22
3266,4.0,4.0,7.0,Low,Low,Medium,5.0
3267,5.0,4.0,10.0,Low,Low,High,6.33
3268,2.0,3.0,8.0,Low,Low,Medium,4.33
3269,5.0,2.0,9.0,Low,Low,High,5.33
3270,7.0,4.5,8.5,Medium,Low,High,6.67
3271,5.0,4.0,8.0,Low,Low,Medium,5.67
3272,8.67,6.67,8.0,High,Medium,Medium,7.78
3273,8.0,4.5,7.5,Medium,Low,Medium,6.67
3274,4.67,7.0,8.33,Low,Medium,High,6.67
3275,1.0,5.0,5.0,Low,Low,Low,3.67
3276,8.0,3.0,9.0,Medium,Low,High,6.67
3277,8.0,3.0,10.0,Medium,Low,High,7.0
3278,8.0,4.0,7.0,Medium,Low,Medium,6.33
3279,5.0,2.0,8.67,Low,Low,High,5.22
3280,6.0,5.0,8.5,Medium,Low,High,6.5
3281,6.0,3.0,9.33,Medium,Low,High,6.11
3282,4.0,4.0,2.0,Low,Low,Low,3.33
3283,1.0,4.0,9.0,Low,Low,High,4.67
3284,5.0,5.5,8.5,Low,Medium,High,6.33
3285,6.0,3.0,7.0,Medium,Low,Medium,5.33
3286,7.67,7.33,8.33,Medium,Medium,High,7.78
3287,6.0,8.0,7.0,Medium,Medium,Medium,7.0
3288,6.67,5.67,6.0,Medium,Medium,Medium,6.11
3289,8.0,6.0,6.0,Medium,Medium,Medium,6.67
3290,7.5,4.5,8.5,Medium,Low,High,6.83
3291,5.5,4.0,9.5,Medium,Low,High,6.33
3292,4.67,5.33,8.67,Low,Medium,High,6.22
3293,4.33,6.67,9.0,Low,Medium,High,6.67
3294,4.33,6.33,7.0,Low,Medium,Medium,5.89
3295,5.5,9.0,7.5,Medium,High,Medium,7.33
3296,5.5,6.5,9.5,Medium,Medium,High,7.17
3297,9.0,2.0,9.0,High,Low,High,6.67
3298,6.33,5.33,9.0,Medium,Medium,High,6.89
3299,8.0,2.0,8.0,Medium,Low,Medium,6.0
3300,4.5,6.5,8.0,Low,Medium,Medium,6.33
3301,3.0,7.0,10.0,Low,Medium,High,6.67
3302,8.0,7.0,9.0,Medium,Medium,High,8.0
3303,4.0,8.0,8.0,Low,Medium,Medium,6.67
3304,1.0,3.0,8.0,Low,Low,Medium,4.0
3305,2.0,4.0,8.0,Low,Low,Medium,4.67
3306,7.0,5.0,7.0,Medium,Low,Medium,6.33
3307,8.0,6.0,9.0,Medium,Medium,High,7.67
3308,3.0,4.0,8.0,Low,Low,Medium,5.0
3309,6.0,10.0,10.0,Medium,High,High,8.67
3310,4.67,7.0,8.67,Low,Medium,High,6.78
3311,8.0,4.5,7.5,Medium,Low,Medium,6.67
3312,8.5,4.5,8.5,High,Low,High,7.17
3313,7.0,6.0,9.0,Medium,Medium,High,7.33
3314,8.0,1.5,7.5,Medium,Low,Medium,5.67
3315,6.0,2.5,8.0,Medium,Low,Medium,5.5
3316,5.0,4.0,7.5,Low,Low,Medium,5.5
3317,8.0,6.0,1.0,Medium,Medium,Low,5.0
3318,2.5,3.0,9.5,Low,Low,High,5.0
3319,5.0,6.0,7.0,Low,Medium,Medium,6.0
3320,7.0,6.0,8.0,Medium,Medium,Medium,7.0
3321,5.0,4.0,9.0,Low,Low,High,6.0
3322,5.0,7.0,9.0,Low,Medium,High,7.0
3323,7.0,5.0,9.0,Medium,Low,High,7.0
3324,6.5,5.0,8.0,Medium,Low,Medium,6.5
3325,4.0,5.0,8.67,Low,Low,High,5.89
3326,4.67,4.0,6.67,Low,Low,Medium,5.11
3327,3.0,3.5,8.5,Low,Low,High,5.0
3328,8.0,4.0,8.0,Medium,Low,Medium,6.67
3329,4.0,3.0,7.0,Low,Low,Medium,4.67
3330,9.0,9.0,8.0,High,High,Medium,8.67
3331,4.5,2.5,7.0,Low,Low,Medium,4.67
3332,8.0,3.0,9.0,Medium,Low,High,6.67
3333,4.5,4.5,8.0,Low,Low,Medium,5.67
3334,8.0,3.0,8.0,Medium,Low,Medium,6.33
3335,5.33,3.0,7.33,Medium,Low,Medium,5.22
3336,8.0,2.0,9.0,Medium,Low,High,6.33
3337,8.0,6.0,8.0,Medium,Medium,Medium,7.33
3338,7.0,9.0,7.0,Medium,High,Medium,7.67
3339,8.0,5.0,2.0,Medium,Low,Low,5.0
3340,6.67,6.0,4.67,Medium,Medium,Low,5.78
3341,6.0,2.0,8.0,Medium,Low,Medium,5.33
3342,7.33,2.0,7.67,Medium,Low,Medium,5.67
3343,6.5,2.5,8.5,Medium,Low,High,5.83
3344,5.5,6.0,7.0,Medium,Medium,Medium,6.17
3345,2.0,5.5,6.5,Low,Medium,Medium,4.67
3346,8.0,3.0,6.0,Medium,Low,Medium,5.67
3347,7.0,2.0,9.0,Medium,Low,High,6.0
3348,6.67,5.0,6.67,Medium,Low,Medium,6.11
3349,1.0,1.0,10.0,Low,Low,High,4.0
3350,8.0,3.0,10.0,Medium,Low,High,7.0
3351,4.5,6.0,7.5,Low,Medium,Medium,6.0
3352,1.0,9.0,9.0,Low,High,High,6.33
3353,7.5,3.5,9.0,Medium,Low,High,6.67
3354,6.33,4.0,8.67,Medium,Low,High,6.33
3355,3.0,6.0,8.0,Low,Medium,Medium,5.67
3356,7.0,6.0,9.0,Medium,Medium,High,7.33
3357,5.5,5.0,8.0,Medium,Low,Medium,6.17
3358,6.0,6.0,7.0,Medium,Medium,Medium,6.33
3359,6.0,6.0,8.5,Medium,Medium,High,6.83
3360,8.0,7.0,10.0,Medium,Medium,High,8.33
3361,7.0,8.0,7.0,Medium,Medium,Medium,7.33
3362,5.0,5.0,8.0,Low,Low,Medium,6.0
3363,6.0,3.0,6.0,Medium,Low,Medium,5.0
3364,6.5,4.5,6.0,Medium,Low,Medium,5.67
3365,4.5,5.0,7.0,Low,Low,Medium,5.5
3366,8.0,6.0,7.5,Medium,Medium,Medium,7.17
3367,2.0,4.0,8.0,Low,Low,Medium,4.67
3368,6.0,3.0,7.0,Medium,Low,Medium,5.33
3369,8.0,5.0,8.5,Medium,Low,High,7.17
3370,4.0,7.0,8.0,Low,Medium,Medium,6.33
3371,4.0,6.0,8.0,Low,Medium,Medium,6.0
3372,6.0,10.0,10.0,Medium,High,High,8.67
3373,7.5,3.5,7.0,Medium,Low,Medium,6.0
3374,4.67,5.67,6.67,Low,Medium,Medium,5.67
3375,6.5,9.0,8.0,Medium,High,Medium,7.83
3376,8.0,5.0,4.0,Medium,Low,Low,5.67
3377,8.0,6.0,6.0,Medium,Medium,Medium,6.67
3378,2.0,3.0,8.0,Low,Low,Medium,4.33
3379,6.0,3.0,7.0,Medium,Low,Medium,5.33
3380,6.0,4.0,10.0,Medium,Low,High,6.67
3381,3.5,4.5,8.0,Low,Low,Medium,5.33
3382,8.0,2.5,7.5,Medium,Low,Medium,6.0
3383,5.5,5.0,4.5,Medium,Low,Low,5.0
3384,5.0,1.0,2.0,Low,Low,Low,2.67
3385,9.0,2.0,10.0,High,Low,High,7.0
3386,8.0,3.0,8.0,Medium,Low,Medium,6.33
3387,6.33,5.67,6.67,Medium,Medium,Medium,6.22
3388,5.0,9.0,10.0,Low,High,High,8.0
3389,8.5,4.5,8.5,High,Low,High,7.17
3390,4.0,4.0,7.0,Low,Low,Medium,5.0
3391,7.0,3.0,8.0,Medium,Low,Medium,6.0
3392,7.5,4.5,8.0,Medium,Low,Medium,6.67
3393,1.0,7.0,8.0,Low,Medium,Medium,5.33
3394,7.0,8.0,7.0,Medium,Medium,Medium,7.33
3395,4.0,4.0,7.5,Low,Low,Medium,5.17
3396,8.0,3.0,7.0,Medium,Low,Medium,6.0
3397,1.5,5.0,8.0,Low,Low,Medium,4.83
3398,8.0,8.0,8.0,Medium,Medium,Medium,8.0
3399,4.33,4.0,7.67,Low,Low,Medium,5.33
3400,6.0,8.0,8.0,Medium,Medium,Medium,7.33
3401,8.0,8.0,9.0,Medium,Medium,High,8.33
3402,10.0,6.0,8.0,High,Medium,Medium,8.0
3403,4.0,6.0,10.0,Low,Medium,High,6.67
3404,9.0,3.0,7.5,High,Low,Medium,6.5
3405,6.0,5.0,10.0,Medium,Low,High,7.0
3406,3.0,2.0,8.0,Low,Low,Medium,4.33
3407,7.0,2.0,7.0,Medium,Low,Medium,5.33
3408,3.0,7.5,7.5,Low,Medium,Medium,6.0
3409,8.0,4.0,7.0,Medium,Low,Medium,6.33
3410,3.5,6.0,7.0,Low,Medium,Medium,5.5
3411,8.5,6.5,8.0,High,Medium,Medium,7.67
3412,2.0,2.0,8.0,Low,Low,Medium,4.0
3413,7.0,6.0,10.0,Medium,Medium,High,7.67
3414,3.33,3.0,8.33,Low,Low,High,4.89
3415,9.0,4.5,7.5,High,Low,Medium,7.0
3416,3.0,5.0,8.0,Low,Low,Medium,5.33
3417,8.0,7.0,8.0,Medium,Medium,Medium,7.67
3418,8.0,5.0,10.0,Medium,Low,High,7.67
3419,5.33,4.67,9.33,Medium,Low,High,6.44
3420,7.0,4.0,7.0,Medium,Low,Medium,6.0
3421,4.5,4.5,9.0,Low,Low,High,6.0
3422,8.0,9.0,7.0,Medium,High,Medium,8.0
3423,1.0,2.0,10.0,Low,Low,High,4.33
3424,9.0,3.0,8.0,High,Low,Medium,6.67
3425,4.67,4.33,8.67,Low,Low,High,5.89
3426,8.0,3.0,6.0,Medium,Low,Medium,5.67
3427,1.67,8.33,8.67,Low,High,High,6.22
3428,1.0,4.0,5.0,Low,Low,Low,3.33
3429,2.0,6.0,1.0,Low,Medium,Low,3.0
3430,6.0,5.0,7.33,Medium,Low,Medium,6.11
3431,5.0,2.0,8.0,Low,Low,Medium,5.0
3432,7.5,4.0,8.0,Medium,Low,Medium,6.5
3433,2.5,5.0,8.0,Low,Low,Medium,5.17
3434,8.0,2.0,8.0,Medium,Low,Medium,6.0
3435,8.0,7.0,10.0,Medium,Medium,High,8.33
3436,8.0,8.0,8.0,Medium,Medium,Medium,8.0
3437,4.5,6.0,7.0,Low,Medium,Medium,5.83
3438,6.0,4.5,8.0,Medium,Low,Medium,6.17
3439,7.67,5.33,7.67,Medium,Medium,Medium,6.89
3440,4.5,5.5,5.0,Low,Medium,Low,5.0
3441,5.5,4.5,7.0,Medium,Low,Medium,5.67
3442,6.33,4.0,8.0,Medium,Low,Medium,6.11
3443,8.0,5.0,8.0,Medium,Low,Medium,7.0
3444,8.0,6.0,6.0,Medium,Medium,Medium,6.67
3445,7.0,6.0,8.0,Medium,Medium,Medium,7.0
3446,8.0,6.0,9.0,Medium,Medium,High,7.67
3447,2.0,6.0,6.0,Low,Medium,Medium,4.67
3448,3.0,2.0,8.0,Low,Low,Medium,4.33
3449,6.33,3.33,6.33,Medium,Low,Medium,5.33
3450,8.5,4.0,8.0,High,Low,Medium,6.83
3451,4.0,6.5,7.5,Low,Medium,Medium,6.0
3452,8.0,6.33,7.33,Medium,Medium,Medium,7.22
3453,4.0,6.67,6.33,Low,Medium,Medium,5.67
3454,7.0,9.0,9.0,Medium,High,High,8.33
3455,5.33,6.33,8.33,Medium,Medium,High,6.66
3456,8.0,2.0,7.0,Medium,Low,Medium,5.67
3457,6.0,9.0,7.0,Medium,High,Medium,7.33
3458,3.5,6.0,7.0,Low,Medium,Medium,5.5
3459,3.5,5.0,8.0,Low,Low,Medium,5.5
3460,1.0,3.0,1.0,Low,Low,Low,1.67
3461,6.0,4.0,7.5,Medium,Low,Medium,5.83
3462,4.5,3.0,7.0,Low,Low,Medium,4.83
3463,8.0,3.0,2.0,Medium,Low,Low,4.33
3464,5.5,6.0,8.5,Medium,Medium,High,6.67
3465,8.0,9.0,8.0,Medium,High,Medium,8.33
3466,6.0,2.0,9.0,Medium,Low,High,5.67
3467,1.0,6.0,10.0,Low,Medium,High,5.67
3468,2.0,6.0,7.0,Low,Medium,Medium,5.0
3469,8.0,6.0,9.0,Medium,Medium,High,7.67
3470,7.5,3.0,9.0,Medium,Low,High,6.5
3471,7.0,6.0,7.0,Medium,Medium,Medium,6.67
3472,7.67,7.67,7.67,Medium,Medium,Medium,7.67
3473,6.67,4.67,8.67,Medium,Low,High,6.67
3474,8.0,3.0,9.0,Medium,Low,High,6.67
3475,1.0,4.0,10.0,Low,Low,High,5.0
3476,8.0,3.0,1.0,Medium,Low,Low,4.0
3477,1.0,4.5,7.5,Low,Low,Medium,4.33
3478,8.0,5.0,2.0,Medium,Low,Low,5.0
3479,7.0,6.0,8.67,Medium,Medium,High,7.22
3480,3.0,8.0,9.0,Low,Medium,High,6.67
3481,1.0,2.0,6.0,Low,Low,Medium,3.0
3482,4.67,6.33,6.0,Low,Medium,Medium,5.67
3483,2.5,4.0,8.5,Low,Low,High,5.0
3484,1.0,7.0,5.0,Low,Medium,Low,4.33
3485,1.0,8.0,8.0,Low,Medium,Medium,5.67
3486,2.5,8.0,7.5,Low,Medium,Medium,6.0
3487,8.0,6.0,10.0,Medium,Medium,High,8.0
3488,8.0,3.0,9.0,Medium,Low,High,6.67
3489,1.0,2.0,9.0,Low,Low,High,4.0
3490,8.0,6.0,10.0,Medium,Medium,High,8.0
3491,7.0,2.0,9.0,Medium,Low,High,6.0
3492,7.0,5.0,5.5,Medium,Low,Medium,5.83
3493,5.0,5.33,6.33,Low,Medium,Medium,5.55
3494,5.0,7.0,6.0,Low,Medium,Medium,6.0
3495,4.67,4.67,8.67,Low,Low,High,6.0
3496,3.0,5.5,8.0,Low,Medium,Medium,5.5
3497,7.0,3.0,7.5,Medium,Low,Medium,5.83
3498,6.5,4.5,8.0,Medium,Low,Medium,6.33
3499,7.0,9.0,7.0,Medium,High,Medium,7.67
3500,8.0,4.0,8.0,Medium,Low,Medium,6.67
3501,8.0,6.0,8.0,Medium,Medium,Medium,7.33
3502,7.0,4.33,8.0,Medium,Low,Medium,6.44
3503,4.0,10.0,10.0,Low,High,High,8.0
3504,5.0,2.0,9.0,Low,Low,High,5.33
3505,1.0,3.0,8.0,Low,Low,Medium,4.0
3506,6.5,6.0,7.5,Medium,Medium,Medium,6.67
3507,8.0,10.0,8.0,Medium,High,Medium,8.67
3508,8.0,4.0,6.5,Medium,Low,Medium,6.17
3509,8.0,4.0,7.0,Medium,Low,Medium,6.33
3510,5.0,5.0,6.67,Low,Low,Medium,5.56
3511,1.0,6.0,7.0,Low,Medium,Medium,4.67
3512,1.0,3.0,9.0,Low,Low,High,4.33
3513,5.0,1.5,9.0,Low,Low,High,5.17
3514,6.0,5.0,7.0,Medium,Low,Medium,6.0
3515,6.0,10.0,9.0,Medium,High,High,8.33
3516,8.0,6.0,9.0,Medium,Medium,High,7.67
3517,6.0,4.67,5.33,Medium,Low,Medium,5.33
3518,7.0,5.33,8.33,Medium,Medium,High,6.89
3519,8.0,10.0,8.0,Medium,High,Medium,8.67
3520,6.0,3.5,8.5,Medium,Low,High,6.0
3521,10.0,5.0,10.0,High,Low,High,8.33
3522,8.0,3.0,6.0,Medium,Low,Medium,5.67
3523,8.0,6.0,8.0,Medium,Medium,Medium,7.33
3524,3.0,6.0,6.0,Low,Medium,Medium,5.0
3525,1.0,8.0,1.0,Low,Medium,Low,3.33
3526,6.5,4.0,6.5,Medium,Low,Medium,5.67
3527,2.0,2.0,8.0,Low,Low,Medium,4.0
3528,4.5,8.5,9.0,Low,High,High,7.33
3529,7.0,2.0,6.0,Medium,Low,Medium,5.0
3530,8.0,7.0,8.0,Medium,Medium,Medium,7.67
3531,4.5,3.0,8.0,Low,Low,Medium,5.17
3532,6.0,7.0,8.0,Medium,Medium,Medium,7.0
3533,7.0,6.0,10.0,Medium,Medium,High,7.67
3534,6.0,4.5,8.0,Medium,Low,Medium,6.17
3535,5.0,7.5,8.0,Low,Medium,Medium,6.83
3536,2.5,3.5,7.5,Low,Low,Medium,4.5
3537,6.0,4.5,9.5,Medium,Low,High,6.67
3538,1.0,3.0,8.0,Low,Low,Medium,4.0
3539,6.0,2.5,8.0,Medium,Low,Medium,5.5
3540,1.0,7.0,7.0,Low,Medium,Medium,5.0
3541,6.0,6.0,9.0,Medium,Medium,High,7.0
3542,6.0,3.0,7.5,Medium,Low,Medium,5.5
3543,6.5,5.5,7.0,Medium,Medium,Medium,6.33
3544,8.5,7.0,6.5,High,Medium,Medium,7.33
3545,7.0,7.0,6.0,Medium,Medium,Medium,6.67
3546,6.0,4.33,6.0,Medium,Low,Medium,5.44
3547,2.0,8.0,8.0,Low,Medium,Medium,6.0
3548,2.5,4.5,8.5,Low,Low,High,5.17
3549,6.0,7.5,7.5,Medium,Medium,Medium,7.0
3550,5.0,7.0,9.0,Low,Medium,High,7.0
3551,4.0,7.0,10.0,Low,Medium,High,7.0
3552,7.0,6.0,7.5,Medium,Medium,Medium,6.83
3553,7.0,6.0,9.0,Medium,Medium,High,7.33
3554,4.0,6.0,9.0,Low,Medium,High,6.33
3555,8.0,5.0,8.0,Medium,Low,Medium,7.0
3556,4.67,2.0,6.67,Low,Low,Medium,4.45
3557,5.5,4.0,8.5,Medium,Low,High,6.0
3558,4.0,3.0,8.0,Low,Low,Medium,5.0
3559,6.0,3.0,8.0,Medium,Low,Medium,5.67
3560,1.0,6.0,9.0,Low,Medium,High,5.33
3561,7.0,5.5,8.5,Medium,Medium,High,7.0
3562,1.5,8.0,3.5,Low,Medium,Low,4.33
3563,5.0,2.0,2.0,Low,Low,Low,3.0
3564,8.0,3.0,8.0,Medium,Low,Medium,6.33
3565,6.0,5.0,6.67,Medium,Low,Medium,5.89
3566,2.5,6.0,4.0,Low,Medium,Low,4.17
3567,8.0,3.0,7.0,Medium,Low,Medium,6.0
3568,1.0,5.0,9.0,Low,Low,High,5.0
3569,2.5,3.5,8.5,Low,Low,High,4.83
3570,8.0,5.0,10.0,Medium,Low,High,7.67
3571,8.0,4.0,3.5,Medium,Low,Low,5.17
3572,4.5,6.5,7.5,Low,Medium,Medium,6.17
3573,8.0,3.0,9.0,Medium,Low,High,6.67
3574,5.5,3.5,8.0,Medium,Low,Medium,5.67
3575,5.0,5.0,8.0,Low,Low,Medium,6.0
3576,8.0,6.0,10.0,Medium,Medium,High,8.0
3577,8.0,2.0,7.0,Medium,Low,Medium,5.67
3578,6.5,3.0,8.0,Medium,Low,Medium,5.83
3579,4.5,4.0,7.5,Low,Low,Medium,5.33
3580,9.0,8.0,10.0,High,Medium,High,9.0
3581,6.5,3.5,9.5,Medium,Low,High,6.5
3582,2.0,5.0,6.0,Low,Low,Medium,4.33
3583,8.0,5.0,8.0,Medium,Low,Medium,7.0
3584,9.0,6.0,10.0,High,Medium,High,8.33
3585,3.0,5.67,8.0,Low,Medium,Medium,5.56
3586,1.0,3.0,10.0,Low,Low,High,4.67
3587,5.33,3.33,8.67,Medium,Low,High,5.78
3588,10.0,2.0,8.0,High,Low,Medium,6.67
3589,7.0,5.5,9.0,Medium,Medium,High,7.17
3590,8.33,4.0,5.67,High,Low,Medium,6.0
3591,5.0,5.0,9.0,Low,Low,High,6.33
3592,4.0,4.67,7.0,Low,Low,Medium,5.22
3593,6.0,6.0,7.0,Medium,Medium,Medium,6.33
3594,8.0,2.0,6.0,Medium,Low,Medium,5.33
3595,2.67,2.0,9.0,Low,Low,High,4.56
3596,7.0,4.0,1.0,Medium,Low,Low,4.0
3597,7.0,3.0,10.0,Medium,Low,High,6.67
3598,7.0,1.0,8.0,Medium,Low,Medium,5.33
3599,5.5,7.5,7.0,Medium,Medium,Medium,6.67
3600,7.0,4.0,9.0,Medium,Low,High,6.67
3601,7.33,5.0,8.33,Medium,Low,High,6.89
3602,7.0,9.0,9.0,Medium,High,High,8.33
3603,6.0,4.0,7.0,Medium,Low,Medium,5.67
3604,7.0,5.5,9.5,Medium,Medium,High,7.33
3605,7.5,3.0,8.5,Medium,Low,High,6.33
3606,6.0,6.67,9.0,Medium,Medium,High,7.22
3607,6.0,5.0,8.0,Medium,Low,Medium,6.33
3608,4.5,4.5,8.5,Low,Low,High,5.83
3609,5.0,3.0,9.0,Low,Low,High,5.67
3610,1.0,6.0,7.0,Low,Medium,Medium,4.67
3611,6.0,3.5,8.0,Medium,Low,Medium,5.83
3612,7.5,4.5,6.5,Medium,Low,Medium,6.17
3613,4.0,1.0,10.0,Low,Low,High,5.0
3614,7.0,6.0,7.0,Medium,Medium,Medium,6.67
3615,8.0,4.0,7.0,Medium,Low,Medium,6.33
3616,8.0,7.0,8.0,Medium,Medium,Medium,7.67
3617,4.5,7.0,8.5,Low,Medium,High,6.67
3618,8.5,3.5,7.5,High,Low,Medium,6.5
3619,1.0,3.0,7.0,Low,Low,Medium,3.67
3620,1.0,5.0,8.0,Low,Low,Medium,4.67
3621,2.0,3.0,10.0,Low,Low,High,5.0
3622,4.0,4.0,6.0,Low,Low,Medium,4.67
3623,8.0,3.0,7.0,Medium,Low,Medium,6.0
3624,4.5,5.5,8.0,Low,Medium,Medium,6.0
3625,6.0,5.0,5.0,Medium,Low,Low,5.33
3626,1.0,7.0,8.0,Low,Medium,Medium,5.33
3627,5.0,6.0,10.0,Low,Medium,High,7.0
3628,8.0,1.0,10.0,Medium,Low,High,6.33
3629,8.0,3.0,10.0,Medium,Low,High,7.0
3630,1.0,3.0,8.0,Low,Low,Medium,4.0
3631,7.0,6.0,7.0,Medium,Medium,Medium,6.67
3632,8.0,2.0,8.0,Medium,Low,Medium,6.0
3633,6.0,9.0,5.0,Medium,High,Low,6.67
3634,8.0,7.0,7.0,Medium,Medium,Medium,7.33
3635,4.5,7.5,8.0,Low,Medium,Medium,6.67
3636,6.0,7.0,7.0,Medium,Medium,Medium,6.67
3637,1.0,3.0,8.0,Low,Low,Medium,4.0
3638,8.0,8.0,6.0,Medium,Medium,Medium,7.33
3639,9.0,4.0,9.0,High,Low,High,7.33
3640,1.0,5.0,8.0,Low,Low,Medium,4.67
3641,8.0,2.0,7.0,Medium,Low,Medium,5.67
3642,1.0,5.67,7.33,Low,Medium,Medium,4.67
3643,5.0,1.0,7.0,Low,Low,Medium,4.33
3644,4.5,6.0,8.0,Low,Medium,Medium,6.17
3645,3.5,5.5,8.5,Low,Medium,High,5.83
